"MSSubClass.120","MSSubClass.20","MSSubClass.50","MSSubClass.60","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Alley.None","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","LandSlope.Gtl","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.None","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.None","GarageYrBlt.None","GarageFinish.Fin","GarageFinish.None","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.None","GarageQual.TA","GarageCond.None","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","OpenPorchSF","Fence.MnPrv","Fence.None","MoSold","YrSold.2006","YrSold.2007","YrSold.2008","YrSold.2009","YrSold.2010","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice","num_none","garage_exist.FALSE","garage_exist.TRUE","masVnrArea_exist.FALSE","masVnrArea_exist.TRUE","cluster.2","cluster.3","cluster.4","cluster.5","cluster_dist","LotArea_log","GrLivArea_log"
0,0,0,1,1,0,96,12474,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,10,5,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,272,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1280,1,402,1682,1,0,0,0,1,0,1,1742,590,2332,1,0,2,1,3,1,0,0,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,846,0,1,0,1,0,1,196,134,0,1,8,0,0,1,0,0,1,0,0,0,1,12.9621946252515,4,0,1,0,1,0,1,0,0,1.34581175206937,9.43140175708607,7.75448154747038
0,0,1,0,1,0,50,8405,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,8,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,241,0,229,861,1,0,0,0,1,0,1,961,406,1367,1,0,1,0,4,0,0,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,384,0,1,0,1,0,1,0,130,1,0,4,0,0,1,0,0,0,1,0,1,0,11.6868787720937,4,0,1,1,0,0,0,1,0,0.654832201894101,9.03658204584272,7.22037383672395
0,0,0,1,1,0,71,12209,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,690,1,114,804,1,0,0,0,1,0,1,804,1157,1961,1,0,2,1,3,0,1,0,7,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,560,0,1,0,1,0,1,125,192,0,1,6,0,0,0,1,0,0,1,0,1,0,12.2783933071098,5,0,1,1,0,0,1,0,0,0.852536501227986,9.40992866366886,7.58120982619635
0,1,0,0,1,0,-1,8339,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,7,1959,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,882,0,882,0,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,294,0,1,0,1,0,1,0,0,1,0,7,0,1,0,0,0,0,1,0,1,0,11.5759002641316,9,0,1,1,0,1,0,0,0,0.607257683450851,9.02869858408699,6.78219205600679
0,0,0,0,1,0,-1,7446,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,5,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,266,1,522,788,0,0,1,0,1,1,0,788,0,788,0,0,1,0,2,0,0,1,4,1,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,11.5129254649702,9,1,0,1,0,1,0,0,0,1.30260775660623,8.91543225443266,6.66949808985788
0,0,1,0,1,0,60,10134,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,5,6,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,735,735,0,1,0,0,1,1,0,735,299,1034,0,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,240,0,1,0,1,0,1,0,39,0,1,7,0,1,0,0,0,0,1,0,1,0,11.5991031612113,6,0,1,1,0,1,0,0,0,0.392479980053942,9.22365138603585,6.94119005506837
0,1,0,0,1,0,68,9571,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,6,1956,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,739,1,405,1144,0,0,1,0,1,0,1,1144,0,1144,1,0,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,596,0,1,0,1,0,1,44,0,0,1,6,0,0,0,0,1,0,1,0,1,0,11.7675676833438,6,0,1,1,0,0,0,1,0,0.701611507672254,9.16649297219591,7.04228617193974
0,1,0,0,1,0,60,7200,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1972,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,777,1,117,894,0,0,1,0,1,0,1,894,0,894,0,0,1,0,2,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,600,0,1,0,1,0,1,215,0,0,1,9,0,0,0,1,0,0,1,0,1,0,11.7199396343546,6,0,1,1,0,0,0,1,0,1.12924160805576,8.88183630500415,6.79570577517351
0,0,0,1,1,0,69,7590,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,5,1962,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,288,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,540,1,324,864,0,0,1,0,1,0,1,876,936,1812,0,0,2,0,4,0,0,1,8,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,264,0,1,0,1,0,1,0,168,0,1,7,0,1,0,0,0,0,1,0,1,0,12.0406082058026,4,0,1,0,1,0,0,1,0,1.93121539311292,8.93458687038968,7.50218648660292
0,0,0,0,0,1,60,8967,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,2,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,961,961,0,1,0,0,1,0,0,1077,0,1077,0,0,1,0,2,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,338,0,0,0,0,1,0,0,0,0,1,11,0,1,0,0,0,0,1,1,0,0,11.1124478983731,6,0,1,1,0,1,0,0,0,0.546595528099737,9.10130645095205,6.98193467715639
0,0,0,1,0,0,65,8125,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,5,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,812,1,280,1092,1,0,0,0,1,0,1,1112,438,1550,1,0,2,0,2,0,1,0,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,438,0,1,0,1,0,1,0,168,0,1,10,0,0,0,1,0,0,1,0,1,0,12.3925522124728,5,0,1,0,1,0,0,1,0,0.538008106633605,9.00270100719794,7.34601020991329
1,0,0,0,1,0,38,14963,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,786,1,474,1260,1,0,0,0,1,0,1,1288,0,1288,1,0,1,1,1,1,0,0,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,2,500,0,1,0,1,0,1,120,30,0,1,12,0,0,1,0,0,0,1,0,1,0,12.4110522262167,5,0,1,1,0,0,0,1,0,0.829975468599225,9.61333576618342,7.1608459066643
0,1,0,0,1,0,65,8767,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2005,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,24,1,1286,1310,1,0,0,0,1,0,1,1310,0,1310,0,0,2,0,3,0,1,0,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,400,0,1,0,1,0,1,0,0,0,1,7,1,0,0,0,0,1,0,0,0,1,12.0136401449855,5,0,1,1,0,0,0,1,0,0.603724402030999,9.07874995158859,7.1777824161952
0,0,0,0,1,0,60,10200,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,8,1997,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,672,672,1,0,0,0,1,0,1,672,0,672,0,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,240,0,1,0,1,1,0,168,0,0,0,8,0,0,1,0,0,0,1,0,1,0,11.5898865061064,5,0,1,1,0,1,0,0,0,0.979325089579594,9.23014299927236,6.51025834052315
0,0,0,1,1,0,93,12090,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1998,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,650,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1141,1141,0,1,0,0,1,0,1,1165,1098,2263,0,0,2,1,4,0,1,0,10,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,420,0,1,0,1,0,1,144,123,0,1,7,1,0,0,0,0,0,1,1,0,0,12.4607148639038,4,0,1,0,1,0,0,0,1,1.45772769002433,9.40013394360884,7.72444664563354
0,0,0,1,1,0,-1,10364,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1996,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,806,806,0,1,0,0,1,0,1,806,766,1572,0,0,2,1,3,0,0,1,7,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,373,0,1,0,1,0,1,0,40,0,1,5,0,1,0,0,0,0,1,0,1,0,12.0317192583854,5,0,1,1,0,0,0,1,0,0.802823663461874,9.246093541682,7.36010397298915
0,1,0,0,1,0,-1,9991,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,4,1993,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1116,1,165,1281,1,0,0,0,1,0,1,1620,0,1620,1,0,2,0,3,0,0,1,8,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,490,0,1,0,1,0,1,120,78,0,0,6,0,0,0,1,0,0,1,0,1,0,11.9183905730784,4,0,1,1,0,0,0,1,0,0.572215058491761,9.20943996673302,7.39018142822643
0,0,1,0,1,0,51,10480,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,5,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1064,1064,1,0,0,0,1,1,0,1166,0,1639,0,0,1,0,3,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,240,0,1,0,1,0,1,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,11.6526874073454,6,0,1,1,0,1,0,0,0,1.0615226321507,9.25722395787503,7.40184157874383
0,0,0,0,1,0,63,15576,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,7,1976,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,840,840,1,0,0,0,1,0,1,840,840,1680,0,0,2,0,4,0,0,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,308,0,1,0,1,0,1,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,12.083905011556,6,0,1,1,0,0,0,1,0,1.40305800712926,9.65348654705203,7.4265490723973
0,0,0,1,1,0,109,14154,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,5,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,350,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1063,1063,1,0,0,0,1,0,1,1071,1101,2172,0,0,2,1,3,0,1,0,9,1,1,1,0,0,1,0,0,0,0,0,0,1,0,3,947,0,1,0,1,0,1,192,62,0,1,8,0,1,0,0,0,1,0,0,0,1,12.5425448821514,4,0,1,0,1,0,0,0,1,1.65149995489068,9.55775254863573,7.68340368105383
0,0,0,1,0,0,85,10800,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,8,5,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,100,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,789,1,245,1034,1,0,0,0,1,0,1,1050,1028,2078,1,0,2,1,3,1,0,0,8,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,836,0,1,0,1,0,1,0,102,0,1,4,0,0,1,0,0,1,0,0,0,1,12.7359653320134,4,0,1,0,1,0,1,0,0,0.908746549303232,9.28730141311231,7.63916117165917
0,1,0,0,1,0,68,9571,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,3,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1276,1276,0,0,1,0,1,1,0,1276,0,1276,0,0,1,0,3,0,0,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,350,0,1,0,1,0,1,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,11.0020998412042,6,0,1,1,0,1,0,0,0,0.665851913454306,9.16649297219591,7.15148546390474
0,0,0,0,1,0,100,34650,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,1955,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1056,1,0,1056,0,0,1,1,0,0,1,1056,0,1056,1,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,572,0,1,0,1,0,1,264,0,0,1,1,1,0,0,0,0,0,1,0,1,0,11.8844890214027,6,0,1,1,0,0,0,1,0,3.33547107639445,10.453053004618,6.96224346426621
0,1,0,0,0,0,-1,4403,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7,5,2009,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,432,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,578,1,892,1470,1,0,0,0,1,0,1,1478,0,1478,1,0,2,1,2,0,1,0,7,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,484,0,1,0,1,0,1,0,144,0,1,6,0,0,0,0,1,1,0,0,0,1,12.3104326608544,4,0,1,0,1,0,0,0,1,2.18726693150087,8.39004140575575,7.29844510150815
0,0,0,0,0,1,56,8960,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,6,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1008,1008,0,1,0,0,1,1,0,1028,0,1028,0,0,1,0,2,0,0,1,5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,360,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,11.6526874073454,4,0,1,1,0,1,0,0,0,0.662723538335406,9.10052550596898,6.93537044601511
0,0,0,1,1,0,59,11228,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,1993,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,50,0,499,1080,1,0,0,0,1,0,1,1080,1017,2097,0,1,2,1,3,0,1,0,9,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3,678,0,1,0,1,0,1,196,187,0,1,12,0,0,1,0,0,0,1,0,1,0,12.3371009079366,5,0,1,1,0,0,1,0,0,0.752513408304759,9.32616593748177,7.64826303090192
0,1,0,0,1,0,73,8899,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,24,1,1316,1340,1,0,0,0,1,0,1,1340,0,1340,0,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,396,0,1,0,1,0,1,100,30,0,1,8,0,1,0,0,0,1,0,0,0,1,12.1069923678295,6,0,1,1,0,0,0,1,0,0.606795791778834,9.09369418985686,7.20042489294496
0,0,0,1,1,0,74,7844,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,6,7,1978,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,203,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,209,1,463,672,0,0,1,0,1,0,1,672,728,1400,0,0,1,1,3,0,0,1,6,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,440,0,1,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,11.9150516718129,4,0,1,0,1,0,0,1,0,0.902372093651692,8.96750418731624,7.24422751560335
0,0,0,0,1,0,86,22420,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,6,1950,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1128,1,242,1370,0,0,1,1,0,1,0,1370,1254,2624,1,0,2,1,4,0,0,1,10,1,1,1,0,0,0,0,1,0,0,0,0,0,1,3,864,0,1,0,1,1,0,0,0,0,1,11,0,1,0,0,0,0,1,0,1,0,12.3842188309136,5,0,1,1,0,0,1,0,0,1.97085342635391,10.0177086966262,7.87245515006398
0,0,1,0,1,0,60,8160,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,6,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,312,1,444,756,0,0,0,1,0,0,0,756,378,1134,1,0,1,1,3,0,0,1,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,240,0,1,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,11.7440371859336,6,0,1,1,0,1,0,0,0,0.197414068733708,9.00699944795815,7.0335064842877
0,1,0,0,1,0,65,8450,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,6,1968,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,775,1,281,1056,1,0,0,0,1,0,1,1056,0,1056,1,0,1,0,3,0,0,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,304,0,1,0,1,0,1,0,85,0,1,7,0,0,0,0,1,0,1,0,1,0,11.8635823365834,5,0,1,1,0,1,0,0,0,0.413573317858623,9.04192172035122,6.96224346426621
0,0,0,0,0,1,78,7060,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,200,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1309,1,35,1344,1,0,0,0,1,0,1,1344,0,1344,2,0,2,0,2,0,0,1,8,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4,784,0,1,0,1,0,1,0,0,0,1,11,0,0,1,0,0,0,1,0,0,0,12.2370866990593,5,0,1,0,1,0,0,1,0,1.54304791257933,8.86220033048729,7.20340552108309
0,1,0,0,1,0,-1,16635,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,7,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1246,1,356,1602,0,1,0,0,1,0,1,1602,0,1602,0,1,2,0,3,0,1,0,8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,529,0,1,0,1,0,1,240,0,0,1,6,0,0,0,1,0,0,1,0,1,0,12.2783933071098,4,0,1,0,1,0,0,1,0,1.12885923408432,9.71926418845258,7.3790081276283
0,1,0,0,1,0,100,21750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,1954,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,988,988,1,0,0,0,1,1,0,988,0,988,0,0,1,0,2,0,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,520,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,11.6351430976945,6,0,1,1,0,0,0,1,0,1.81583143560408,9.98736903651683,6.89568269774787
0,0,0,1,1,0,80,9200,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,473,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,986,1,484,1470,0,1,0,0,1,0,1,1470,1160,2630,1,0,2,1,4,0,1,0,8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,3,696,0,1,0,1,0,1,0,66,0,1,6,0,0,1,0,0,0,1,0,1,0,12.6603279178078,4,0,1,0,1,0,0,0,1,1.20742343202367,9.12695876303713,7.87473912517181
0,1,0,0,1,0,72,9000,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,6,5,1956,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,74,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,616,1,580,1196,0,1,0,0,1,1,0,1196,0,1196,1,0,1,0,2,0,0,1,6,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,297,0,1,0,1,0,1,0,44,0,1,5,0,0,1,0,0,0,1,0,1,0,11.8422292121128,4,0,1,0,1,1,0,0,0,0.404729421736089,9.10497985631836,7.08673793451058
0,0,0,1,0,1,60,3378,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,8,1992,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,651,651,0,1,0,0,1,0,1,707,682,1389,0,0,1,1,3,0,0,1,6,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,240,0,1,0,1,0,0,0,0,0,1,9,0,0,0,1,0,0,1,0,1,0,11.8130300574206,4,0,1,1,0,1,0,0,0,0.792396834599847,8.12503909736775,7.23633934275434
0,0,0,0,1,0,-1,12800,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,5,1989,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,145,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1518,1,0,1518,0,1,0,0,1,0,1,1644,0,1644,1,1,2,0,2,0,1,0,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,569,0,1,0,1,0,1,80,0,0,1,8,0,0,0,1,0,0,1,0,1,0,12.5245263766487,4,0,1,0,1,0,0,1,0,0.907588775530294,9.45720044990771,7.40488757561612
0,1,0,0,1,0,77,8593,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4,6,1957,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,288,1,619,907,1,0,0,0,1,0,1,907,0,907,0,0,1,0,3,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,352,0,1,0,1,0,1,0,0,0,1,7,0,0,1,0,0,0,1,0,1,0,11.5991765530135,6,0,1,1,0,1,0,0,0,0.739697935493867,9.05870319731322,6.81014245011514
